,s2,ji
153000,0.07204833967949856,34.01666943310747
153001,0.07209669432091725,33.79567932081207
153002,0.07214506392256556,33.5753765414365
153003,0.07219344848275246,33.355761465066905
153004,0.07224184799978621,33.136834461206575
153005,0.07229026247197476,32.918595898764295
153006,0.07233869189762546,32.70104614605475
153007,0.0723871362750451,32.48418557080964
153008,0.07243559560254004,32.26801454016626
153009,0.07248406987841599,32.05253342067178
153010,0.07253255910097822,31.837742578281507
153011,0.07258106326853153,31.62364237836107
153012,0.07262958237938007,31.41023318568648
153013,0.07267811643182753,31.197515364442154
153014,0.07272666542417713,30.985489278221337
153015,0.07277522935473142,30.77415529002863
153016,0.07282380822179262,30.56351376227491
153017,0.07287240202366226,30.353565056784646
153018,0.07292101075864145,30.14430953478717
153019,0.07296963442503075,29.93574755692285
153020,0.07301827302113018,29.72787948324637
153021,0.07306692654523923,29.520705673210585
153022,0.07311559499565695,29.314226485692018
153023,0.07316427837068176,29.10844227896399
153024,0.07321297666861161,28.90335341071861
153025,0.07326168988774397,28.698960238050745
153026,0.07331041802637568,28.495263117467857
153027,0.0733591610828031,28.292262404887794
153028,0.07340791905532222,28.08995845563723
153029,0.07345669194222827,27.888351624448603
153030,0.07350547974181607,27.687442265468007
153031,0.07355428245237995,27.487230732252897
153032,0.0736031000722137,27.28771737776586
153033,0.0736519325996105,27.088902554381434
153034,0.07370078003286315,26.890786613882568
153035,0.07374964237026382,26.69336990746362
153036,0.07379851961010422,26.49665278572772
153037,0.07384741175067554,26.300635598684096
153038,0.07389631879026835,26.10531869575854
153039,0.07394524072717286,25.91070242578428
153040,0.07399417755967863,25.716787137001432
153041,0.07404312928607476,25.523573177060086
153042,0.07409209590464982,25.331060893026063
153043,0.07414107741369187,25.139250631369038
153044,0.07419007381148834,24.94814273796851
153045,0.07423908509632636,24.757737558119487
153046,0.07428811126649236,24.56803543652137
153047,0.07433715232027224,24.37903671728506
153048,0.07438620825595155,24.190741743935632
153049,0.07443527907181514,24.00315085940116
153050,0.07448436476614739,23.816264406026477
153051,0.07453346533723228,23.630082725559532
153052,0.07458258078335307,23.44460615916637
153053,0.07463171110279262,23.259835047420324
153054,0.07468085629383331,23.075769730301545
153055,0.07473001635475687,22.892410547204065
153056,0.07477919128384462,22.7097578369316
153057,0.07482838107937731,22.527811937700022
153058,0.07487758573963518,22.346573187131355
153059,0.07492680526289795,22.166041922262735
153060,0.0749760396474448,21.986218479540355
153061,0.07502528889155446,21.807103194818637
153062,0.07507455299350503,21.628696403371634
153063,0.07512383195157421,21.450998439868073
153064,0.07517312576403913,21.27400963840273
153065,0.07522243442917635,21.09773033247552
153066,0.07527175794526195,20.922160854993308
153067,0.07532109631057153,20.747301538282272
153068,0.07537044952338012,20.5731527140735
153069,0.0754198175819623,20.399714713511003
153070,0.07546920048459196,20.22698786715131
153071,0.0755185982295427,20.054972504961086
