,0,0
0,20.749983204888107,0.00200125
1,20.67980570402936,0.0020025
2,20.60843514931356,0.00200375
3,20.537715738144836,0.002005
4,20.467394236840637,0.00200625
5,20.396611314747485,0.0020075
6,20.326271938348743,0.00200875
7,20.25634392119827,0.00201
8,20.186196873941046,0.00201125
9,20.116148386813197,0.0020125
10,20.046165392749,0.00201375
11,19.976233383572765,0.002015
12,19.90730622584209,0.00201625
13,19.83673941888159,0.0020175
14,19.768791316401586,0.00201875
15,19.697878978288724,0.00202
16,19.630177376799576,0.00202125
17,19.56162514005025,0.0020225
18,19.49176648744439,0.00202375
19,19.42265621142762,0.002025
20,19.35263543766865,0.00202625
21,19.28662065495767,0.0020275
22,19.21507807905442,0.00202875
23,19.14917721727954,0.00203
24,19.07922971929258,0.00203125
25,19.00966522171488,0.0020325
26,18.943712509256034,0.00203375
27,18.87311986283849,0.002035
28,18.805337494006697,0.00203625
29,18.737340532599912,0.0020375
30,18.669647778464753,0.00203875
31,18.601791458225588,0.00204
32,18.534520645303207,0.00204125
33,18.466904420001317,0.0020425
34,18.399246963877484,0.00204375
35,18.332208741414693,0.002045
36,18.264830207992294,0.00204625
37,18.198398634839418,0.0020475
38,18.131127413254507,0.00204875
39,18.06439982637657,0.00205
40,17.997862545124836,0.00205125
41,17.93058821839156,0.0020525
42,17.864050477380548,0.00205375
43,17.79764097359497,0.002055
44,17.73139144175219,0.00205625
45,17.665319514946905,0.0020575
46,17.599131974027298,0.00205875
47,17.533297357925388,0.00206
48,17.46714089087484,0.00206125
49,17.40143515307175,0.0020625
50,17.335905094518953,0.00206375
51,17.270570229676206,0.002065
52,17.204901732993076,0.00206625
53,17.139683644229596,0.0020675
54,17.074509129115366,0.00206875
55,17.009802220030462,0.00207
56,16.94402088709926,0.00207125
57,16.87922970725918,0.0020725
58,16.814945132369633,0.00207375
59,16.74962688233273,0.002075
60,16.68559419523712,0.00207625
61,16.620614054953922,0.0020775
62,16.556265123337898,0.00207875
63,16.492224492879306,0.0020800000000000003
64,16.428096133708845,0.00208125
65,16.363936080744832,0.0020825
66,16.300057092818943,0.00208375
67,16.23640080297451,0.002085
68,16.172551535916686,0.00208625
69,16.108803306945187,0.0020875
70,16.04554397629361,0.00208875
71,15.982196145931912,0.00209
72,15.919130929619957,0.00209125
73,15.85580869681895,0.0020925
74,15.79397516113421,0.00209375
75,15.730155596775962,0.002095
76,15.666907116597347,0.00209625
77,15.604600286640025,0.0020975
78,15.541883581358068,0.00209875
79,15.479153385049703,0.0021
80,15.41689546574197,0.00210125
81,15.35506531109019,0.0021025
82,15.292737701187765,0.00210375
83,15.23053963609161,0.002105
84,15.168890739138366,0.00210625
85,15.107073461604795,0.0021075
86,15.045291721938145,0.00210875
87,14.984152468578788,0.00211
88,14.921939988565388,0.00211125
89,14.860624572677732,0.0021125
90,14.799550918867734,0.00211375
91,14.738509656968581,0.002115
92,14.677804498939455,0.00211625
93,14.616496953156798,0.0021175
94,14.555243454834951,0.00211875
95,14.494814100969524,0.00212
96,14.434347528011312,0.00212125
97,14.373672209546164,0.0021225000000000003
98,14.313860000172863,0.00212375
99,14.253426548812755,0.002125
100,14.19339543887629,0.00212625
101,14.132648994313257,0.0021275
102,14.073329299893828,0.00212875
103,14.013336239145044,0.00213
104,13.953618186919698,0.00213125
105,13.894087418596534,0.0021325
106,13.834667959229602,0.00213375
107,13.775236005278249,0.002135
108,13.715713809508362,0.00213625
109,13.656772873584867,0.0021375
110,13.59763513934924,0.00213875
111,13.538670541211793,0.00214
112,13.480410657105566,0.00214125
113,13.421867822656793,0.0021425
114,13.362839642393865,0.00214375
115,13.304385282595952,0.002145
116,13.246157482048009,0.00214625
117,13.18797824612271,0.0021475
118,13.129747953416882,0.00214875
119,13.071859599448235,0.00215
120,13.01366879610142,0.00215125
121,12.956313229419308,0.0021525
122,12.898585468157702,0.00215375
123,12.8414576731431,0.002155
124,12.783480949518914,0.00215625
125,12.725993542552338,0.0021575
126,12.668782624843296,0.00215875
127,12.611927842008832,0.00216
128,12.554606274277056,0.00216125
129,12.498025364806328,0.0021625
130,12.441337390661186,0.00216375
131,12.38477828946883,0.0021650000000000003
132,12.328004283266562,0.00216625
133,12.271813074563866,0.0021675
134,12.215694841900596,0.00216875
135,12.159596209182133,0.00217
136,12.10309244296964,0.00217125
137,12.047207500976274,0.0021725
138,11.991699012888244,0.00217375
139,11.936018682341551,0.002175
140,11.880527221874665,0.00217625
141,11.82509205594167,0.0021775
142,11.769968139708915,0.00217875
143,11.714173516764234,0.00218
144,11.659019911410883,0.00218125
145,11.60452986782137,0.0021825
146,11.549606852514763,0.00218375
147,11.494388560181672,0.002185
148,11.439765568690124,0.00218625
149,11.385501710798078,0.0021875
150,11.330728894694861,0.00218875
151,11.276879033609166,0.00219
152,11.222232099700868,0.00219125
153,11.168243789646564,0.0021925
154,11.114371476922777,0.00219375
155,11.0604953856848,0.002195
156,11.006462656178119,0.00219625
157,10.95300805177186,0.0021975
158,10.899506628595915,0.00219875
159,10.846242157470968,0.0022
160,10.792887393262962,0.00220125
161,10.740036430138701,0.0022025
162,10.686718364773977,0.00220375
163,10.633935514273599,0.002205
164,10.58124659753219,0.00220625
