   1.5999914666848715E-005   1.0000003719762515E-004   174.56222986743680       -6.3694398820758780E-002   1.6120492770603295E-003  -1.7460756131248015E-003  -22.078724286429949        12.909979485071052        49.091870389194497       -57.208024783210710        9.2593595833851232        6.7813849149297938E-005
   6.3998634678317463E-005   1.0000003719762515E-004   174.56284106946640       -6.3644795256549314E-002   1.5953826420587224E-003  -1.7649260384830110E-003  -22.320315473629776        12.975859749172955        48.696237372144850       -56.673690028912027        9.3296898001134920        9.5680275306003911E-005
   1.4399308813270906E-004   1.0000003719762515E-004   174.56096994453517       -6.3675050831335206E-002   1.6083077808047787E-003  -1.7485469003318071E-003  -22.112122415405651        12.884746067159771        49.074789747499338       -57.169951249292275        9.2411255247100570        5.4540277268991800E-005
   2.5597815541230712E-004   1.0000003719762515E-004   174.56105983247593       -6.3697713070718920E-002   1.5988875937794783E-003  -1.7706536721287785E-003  -22.385185120645946        13.054357355865225        48.511824673623892       -56.641197353712514        9.3797862900689637        1.1537718991301494E-004
   3.9994666951102988E-004   1.0000003719762515E-004   174.56188868636247       -6.3620889873355374E-002   1.5878582070359504E-003  -1.7725929133933544E-003  -22.418546481546542        13.082580402253900        48.213999767486619       -56.296712726311490        9.4097005755844059        1.4210446119742508E-004
   5.7588941649311615E-004   1.0000003719762515E-004   174.56048901938553       -6.3730993470012098E-002   1.6073139497003175E-003  -1.7639327176243009E-003  -22.298026400345236        12.881695357885533        49.170986982369634       -57.182347847095755        9.2461548519715429        6.2723832042148439E-005
   7.8379513608281418E-004   1.0000003719762515E-004   174.55858544433013       -6.3729312888541501E-002   1.6052537894675120E-003  -1.7670936338970182E-003  -22.337519889717147        12.935260841584553        49.055381659010528       -57.015697213849961        9.2955542374828291        4.1725177122530853E-005
   1.0236505223850355E-003   1.0000003719762515E-004   174.55548540214988       -6.3703571560737193E-002   1.5980839712172251E-003  -1.7736808814303258E-003  -22.422482461613313        13.037872657670995        48.594534106911013       -56.651705585623205        9.3728918007752160        6.9036902653787973E-005
   1.2954402247369265E-003   1.0000003719762515E-004   174.55527062941283       -6.3691183329205953E-002   1.5888564670156462E-003  -1.7879681028720048E-003  -22.602836488263378        13.034821551323841        48.462359474511487       -56.453923470684600        9.3779842506421751        8.6554256198080815E-005
   1.5991468486903076E-003   1.0000003719762515E-004   174.55230012797367       -6.3560323097854254E-002   1.5557322102539206E-003  -1.8173768362609057E-003  -22.985767711163348        13.210743824579332        47.489936704063240       -55.286418444429906        9.5477707625839052        1.2586973800843434E-004
   1.9347509571249108E-003   1.0000003719762515E-004   174.55084978706262       -6.3578263861662154E-002   1.5751089249199360E-003  -1.7861491548315284E-003  -22.593363298406686        13.089213400860491        48.060156734108475       -55.965527182576750        9.4338659187687881        8.5806752010909068E-005
   2.3022310714923499E-003   1.0000003719762515E-004   174.54809350583278       -6.3680005163230385E-002   1.5852692658059589E-003  -1.7901109899400843E-003  -22.629199566325148        13.353634004295696        47.455504501475836       -55.743689431358817        9.6152304375198412        1.0252797853898795E-004
   2.7015636731907368E-003   1.0000003719762515E-004   174.54415269085976       -6.3549936627384951E-002   1.5602186243462907E-003  -1.8058252803137016E-003  -22.841781472609568        13.314386656824805        47.105702483019599       -55.199759586015404        9.6054722052225223        1.1965696926994723E-004
   3.1327232050698687E-003   1.0000003719762515E-004   174.53994926652737       -6.3617461142519760E-002   1.5672855040929463E-003  -1.8089639340656449E-003  -22.873016384956756        13.299654542700486        47.269639627921194       -55.434120915959909        9.5852329862243764        9.9098425260099913E-005
   3.5956820730668735E-003   1.0000003719762515E-004   174.53831331834127       -6.3709056529467276E-002   1.5979924151759226E-003  -1.7742396875470592E-003  -22.427914542399847        13.190621845460672        48.040127492829029       -56.376914529144955        9.4735525022205689        5.8954839873669755E-005
   4.0904106479722237E-003   1.0000003719762515E-004   174.53628958327900       -6.3576480100598715E-002   1.5642958376363369E-003  -1.8049829700062425E-003  -22.828412935908645        13.252783068437722        47.424606694816141       -55.413203830475567        9.5633759059050618        1.1463194867593042E-004
   4.6168772673259931E-003   1.0000003719762515E-004   174.53308437384209       -6.3621608606582142E-002   1.5687770267636370E-003  -1.8082781867640692E-003  -22.864999052007065        13.119369632118211        47.952506255672034       -55.795208399621430        9.4653788986013687        7.4150506948371885E-005
   5.1750482374442394E-003   1.0000003719762515E-004   174.53104962809843       -6.3615197245834740E-002   1.5625384905759087E-003  -1.8188583351189491E-003  -22.998655494616990        13.045888731852404        48.152611611445465       -55.786186210474369        9.4248765676124080        4.3875422505048318E-005
   5.7648878355753986E-003   1.0000003719762515E-004   174.52771632977152       -6.3614555928230565E-002   1.5610528353739240E-003  -1.8213740294296655E-003  -23.030119581052666        13.068933721209401        48.135389077305490       -55.692672042504221        9.4512362366169427        1.5309949098854696E-005
   6.3863583121865266E-003   1.0000003719762515E-004   174.52298136449903       -6.3571146852789862E-002   1.5659606568867975E-003  -1.8021703800195862E-003  -22.795379478857761        12.989556875583812        48.339418325864770       -55.936215642590994        9.3813384605119854        1.3930787191806067E-006
   7.0394198933792420E-003   1.0000003719762515E-004   174.51977665196625       -6.3605162299516016E-002   1.5541447103448410E-003  -1.8308483514509035E-003  -23.148709258092225        13.263998031112383        47.355888277556247       -55.177956224575460        9.5894910679464047        8.1629336182356828E-005
   7.7240307834352609E-003   1.0000003719762515E-004   174.51569802129549       -6.3497313363718499E-002   1.5261701591257209E-003  -1.8569630281725440E-003  -23.488397971125462        13.304782646312534        46.863981904916606       -54.404077117859991        9.6544353852456322        1.1548590859143215E-004
   8.4401471674913006E-003   1.0000003719762515E-004   174.50977244893463       -6.3575203232415528E-002   1.5506737219857672E-003  -1.8300428783312719E-003  -23.142160894544858        13.275827825168765        47.237405376738394       -55.062166104757509        9.5997778668499301        7.9945771539424059E-005
   9.1877232143432186E-003   1.0000003719762515E-004   174.50561425508377       -6.3598265464556603E-002   1.5659239574898156E-003  -1.8083357884659331E-003  -22.868867472849921        13.062446128384055        48.106222631694209       -55.820181867652146        9.4307246127689268        1.4245665940062450E-005
   9.9667110793791851E-003   1.0000003719762515E-004   174.50199845881227       -6.3615382534629797E-002   1.5828842398450589E-003  -1.7797002554478226E-003  -22.507341243409368        13.233113993786349        47.736117202702260       -55.881930212058933        9.5293504847434747        5.3521992535438615E-005
