0.0000000000E+00            0.1585270812E-02            0.1073677832E+03
0.9866357859E-03            0.1585270812E-02            0.1040786717E+03
0.3942649343E-02            0.1585270812E-02            0.9442413807E+02
0.8856374636E-02            0.1585270812E-02            0.7903859167E+02
0.1570841944E-01            0.1585270812E-02            0.5896613691E+02
0.2447174185E-01            0.1585270812E-02            0.3564093447E+02
0.3511175706E-01            0.1585270812E-02            0.1086015974E+02
0.4758647377E-01            0.1585270812E-02            -.1324999743E+02
0.6184665998E-01            0.1585270812E-02            -.3427473312E+02
0.7783603725E-01            0.1585270812E-02            -.4955676537E+02
0.9549150281E-01            0.1585270812E-02            -.5624744643E+02
0.1147433786E+00            0.1585270812E-02            -.5136200834E+02
0.1355156863E+00            0.1585270812E-02            -.3183802991E+02
0.1577264470E+00            0.1585270812E-02            0.5403842401E+01
0.1812880051E+00            0.1585270812E-02            0.6339792653E+02
0.2061073739E+00            0.1585270812E-02            0.1450713203E+03
0.0000000000E+00            0.1905901744E-02            0.1073677832E+03
0.9866357859E-03            0.1905901744E-02            0.1032694767E+03
0.3942649343E-02            0.1905901744E-02            0.9129725068E+02
0.8856374636E-02            0.1905901744E-02            0.7241307589E+02
0.1570841944E-01            0.1905901744E-02            0.4819997101E+02
0.2447174185E-01            0.1905901744E-02            0.2083195367E+02
0.3511175706E-01            0.1905901744E-02            -.6967334218E+01
0.4758647377E-01            0.1905901744E-02            -.3197664623E+02
0.6184665998E-01            0.1905901744E-02            -.5053893994E+02
0.7783603725E-01            0.1905901744E-02            -.5863195581E+02
0.9549150281E-01            0.1905901744E-02            -.5194640214E+02
0.1147433786E+00            0.1905901744E-02            -.2597045463E+02
0.1355156863E+00            0.1905901744E-02            0.2392082758E+02
0.1577264470E+00            0.1905901744E-02            0.1023726520E+03
0.1812880051E+00            0.1905901744E-02            0.2139557524E+03
0.2061073739E+00            0.1905901744E-02            0.3630713367E+03
0.0000000000E+00            0.2291382286E-02            0.1073677832E+03
0.9866357859E-03            0.2291382286E-02            0.1025857981E+03
0.3942649343E-02            0.2291382286E-02            0.8867917965E+02
0.8856374636E-02            0.2291382286E-02            0.6695757034E+02
0.1570841944E-01            0.2291382286E-02            0.3957595391E+02
0.2447174185E-01            0.2291382286E-02            0.9493503620E+01
0.3511175706E-01            0.2291382286E-02            -.1958307824E+02
0.4758647377E-01            0.2291382286E-02            -.4327079708E+02
0.6184665998E-01            0.2291382286E-02            -.5659500459E+02
0.7783603725E-01            0.2291382286E-02            -.5408604312E+02
0.9549150281E-01            0.2291382286E-02            -.2988629948E+02
0.1147433786E+00            0.2291382286E-02            0.2213410240E+02
0.1355156863E+00            0.2291382286E-02            0.1082548868E+03
0.1577264470E+00            0.2291382286E-02            0.2347785223E+03
0.1812880051E+00            0.2291382286E-02            0.4079005436E+03
0.2061073739E+00            0.2291382286E-02            0.6335794655E+03
0.0000000000E+00            0.2754828677E-02            0.1073677832E+03
0.9866357859E-03            0.2754828677E-02            0.1022844842E+03
0.3942649343E-02            0.2754828677E-02            0.8756071649E+02
0.8856374636E-02            0.2754828677E-02            0.6476480822E+02
0.1570841944E-01            0.2754828677E-02            0.3647727153E+02
0.2447174185E-01            0.2754828677E-02            0.6241327790E+01
0.3511175706E-01            0.2754828677E-02            -.2150521263E+02
0.4758647377E-01            0.2754828677E-02            -.4151559302E+02
0.6184665998E-01            0.2754828677E-02            -.4783586293E+02
0.7783603725E-01            0.2754828677E-02            -.3392106069E+02
0.9549150281E-01            0.2754828677E-02            0.7236094561E+01
0.1147433786E+00            0.2754828677E-02            0.8296613177E+02
0.1355156863E+00            0.2754828677E-02            0.2007756841E+03
0.1577264470E+00            0.2754828677E-02            0.3681947176E+03
0.1812880051E+00            0.2754828677E-02            0.5926206780E+03
0.2061073739E+00            0.2754828677E-02            0.8811621598E+03
0.0000000000E+00            0.3312009998E-02            0.1073677832E+03
0.9866357859E-03            0.3312009998E-02            0.1026070321E+03
0.3942649343E-02            0.3312009998E-02            0.8887301793E+02
0.8856374636E-02            0.3312009998E-02            0.6779994238E+02
0.1570841944E-01            0.3312009998E-02            0.4207659567E+02
0.2447174185E-01            0.3312009998E-02            0.1539464124E+02
0.3511175706E-01            0.3312009998E-02            -.7622588448E+01
0.4758647377E-01            0.3312009998E-02            -.2150961071E+02
0.6184665998E-01            0.3312009998E-02            -.2006514849E+02
0.7783603725E-01            0.3312009998E-02            0.3526433687E+01
0.9549150281E-01            0.3312009998E-02            0.5656062243E+02
0.1147433786E+00            0.3312009998E-02            0.1466674049E+03
0.1355156863E+00            0.3312009998E-02            0.2816574871E+03
0.1577264470E+00            0.3312009998E-02            0.4693626388E+03
0.1812880051E+00            0.3312009998E-02            0.7174728268E+03
