 0.003     0.004     0.0003      1.3    0.604   0.070    1.575
 0.001     0.001     0.0001      0.81   0.650   0.072    1.571
 0.0001    0.0001    0.00001     0.85   0.560   0.0698   1.572
 0.00005   0.00005   0.000005    0.97   0.580   0.07005  1.573 
-0.00005  -0.00005  -0.000005    0.98   0.601   0.07001  1.565
-0.00004  -0.00004  -0.000004    0.96   0.603   0.070001 1.566
-0.00003  -0.00003  -0.000003   -0.97   0.603   0.070002 1.567
-0.00002  -0.00002  -0.000002   -0.96  -0.603  -0.070002 1.568
