   5.6000000000000001E-002   8.0000000000000002E-003   1.0000000000000000E-003   1.0000000000000000E-004   5.0000000000000001E-003   3.0000000000000001E-003   5.0000000000000001E-004   1.8000000000000000E-003   1.4000000000000000E-003
   3.5000000000000003E-002  -8.0000000000000002E-003  -1.0000000000000000E-003  -1.0000000000000000E-004  -5.0000000000000001E-003  -3.0000000000000001E-003  -5.0000000000000001E-004  -1.8000000000000000E-003  -1.4000000000000000E-003
   2.0000000000000000E-002   1.0000000000000000E-003   1.0000000000000000E-003   1.0000000000000000E-003   1.0000000000000000E-003   1.0000000000000000E-003   1.0000000000000000E-003   1.0000000000000000E-003   1.0000000000000000E-003
  -1.0200000000000000E-004   2.0000000000000000E-003   2.0000000000000000E-003   2.0000000000000000E-003   2.0000000000000000E-003   2.0000000000000000E-003   2.0000000000000000E-003  -1.0000000000000000E-003  -1.0000000000000000E-003
  -1.0200000000000000E-004   3.0000000000000001E-003   3.0000000000000001E-003   3.0000000000000001E-003   3.0000000000000001E-003   3.0000000000000001E-003   3.0000000000000001E-003   5.0000000000000001E-003   8.0000000000000004E-004
  -1.0200000000000000E-004   5.0000000000000001E-003   5.0000000000000001E-003   5.0000000000000001E-003   5.0000000000000001E-003   5.0000000000000001E-003   5.0000000000000001E-003  -5.0000000000000001E-003  -8.0000000000000004E-004
   2.0200000000000000E-004   2.0000000000000000E-003   2.0000000000000000E-003   2.0000000000000000E-003   2.0000000000000000E-003   2.0000000000000000E-003   2.0000000000000000E-003   1.0000000000000000E-003   5.0000000000000001E-004
   5.0199999999999995E-004  -2.0000000000000000E-003  -2.0000000000000000E-003  -2.0000000000000000E-003  -2.0000000000000000E-003  -2.0000000000000000E-003  -2.0000000000000000E-003  -1.0000000000000000E-003  -5.0000000000000001E-004
   1.2000000000000000E-004  -3.8699999999999999E-005   1.4700000000000000E-005   2.1500000000000001E-005  -1.5800000000000001E-005  -5.8800000000000002E-007   1.8499999999999999E-005   3.4200000000000002E-007   1.0000000000000000E-004
 -0.52659226426547701       0.11546843800130546        4.0349444106837447E-002   3.0691372239463902E-002   8.3274565107608237E-002   6.1812053464764705E-002   3.4983820053301029E-002   2.1584187812616373E-004   2.1981916746737553E-004
