   4.0200000000000000E-002  -4.0299999999999997E-003  -4.8200000000000001E-004  -1.1900000000000001E-002  -8.5400000000000007E-003   1.9099999999999999E-002  -6.1100000000000000E-003   5.5500000000000002E-003  -1.5900000000000001E-003   2.3400000000000001E-003
  -7.9299999999999995E-003   1.5500000000000000E-002   8.6899999999999998E-003  -6.5399999999999998E-003  -7.5100000000000004E-004  -2.3400000000000001E-003  -5.5100000000000001E-003  -7.6600000000000001E-003   4.1700000000000001E-003   2.2100000000000002E-003
  -5.7700000000000001E-002  -2.8799999999999999E-002   1.1400000000000000E-002  -1.2200000000000001E-002   8.4600000000000005E-003  -5.8900000000000003E-003  -6.4000000000000003E-003   4.1100000000000002E-004  -2.5899999999999999E-003   4.5800000000000002E-004
   5.0299999999999997E-002   4.9399999999999999E-002  -1.3400000000000000E-003   2.8800000000000002E-003   3.7299999999999998E-003   2.2799999999999999E-003   1.6900000000000001E-003  -2.4399999999999999E-003  -8.5300000000000003E-004  -1.6900000000000001E-003
   1.8200000000000001E-002  -6.5900000000000000E-002  -1.2600000000000000E-002  -2.1000000000000001E-002   4.8799999999999999E-004  -8.2199999999999999E-003   8.9599999999999992E-003   1.0499999999999999E-003  -1.7400000000000000E-003  -1.8600000000000001E-003
  -3.9399999999999998E-002   2.8000000000000001E-002   9.7000000000000003E-003   9.0100000000000006E-003   7.4900000000000001E-003  -8.6800000000000002E-003   4.5700000000000003E-003  -1.0800000000000001E-002   2.2100000000000002E-003  -1.5900000000000001E-003
   5.2300000000000003E-003   8.7999999999999995E-002   1.2800000000000001E-002  -1.5699999999999999E-002  -8.6399999999999997E-004   1.0100000000000000E-002  -1.0600000000000000E-002   1.2100000000000000E-002  -4.3600000000000003E-004   2.0300000000000000E-004
  -4.0899999999999999E-003 -0.13251183302284200        4.2100000000000002E-003  -1.4999999999999999E-002   7.7200000000000003E-003   3.9600000000000000E-003  -3.6900000000000001E-003   3.2000000000000002E-003   1.3999999999999999E-004   1.3400000000000000E-003
  -1.0200000000000001E-002   3.0200000000000001E-002  -1.2800000000000001E-002   2.0400000000000001E-002  -1.0300000000000000E-002  -8.8100000000000001E-003  -8.3599999999999994E-003   9.3299999999999998E-003   3.0100000000000001E-003   2.2799999999999999E-003
  -1.3599999999999999E-002  -6.4799999999999996E-002  -9.6799999999999994E-003  -1.7799999999999999E-003  -2.0400000000000001E-003   2.3999999999999998E-003   1.0100000000000000E-002   7.3099999999999997E-003   5.2100000000000002E-003  -2.6699999999999998E-004
   2.5819969084524816E-002  -5.8790973141899877E-002  -1.5155262502365104E-003  -2.6378038172074608E-003  -4.8705828902546766E-002  -1.4217869814425257E-002  -1.7660118034773478E-002   1.2807201549296664E-002   1.6103489026692434E-004  -4.9233680578168748E-004
