   440.59622824576707        419.50978283487387        401.14794102498672        385.75061038012808        373.56544225764435        364.84800373145112        359.86195518612931        358.87923371624800        362.18024246957754        370.05404607697244        382.79857231605763        400.72082016020158        424.13707436867753     
   430.29038589452819        409.24148649840595        390.97240737261131        375.72754139944823        363.75921916051334        355.32788818996607        350.70229819738182        350.15969240579017        353.98600515490568        362.47606592451280        375.93380993764043        394.67249550820691        419.01492830272286     
   422.57592300325553        401.63365287095621        383.52267689373065        368.49146026469157        356.79658495744502        348.70293591169718        344.48389347560521        344.42153226129216        348.80682657502024        357.93986258884081        372.13005742590053        391.69638533705728        416.96761115211564     
   417.53729775704386        396.77882369914346        378.89992229659055        364.15273939546427        352.79770190802128        345.10371048962162        341.34833874499816        341.81803913089436        346.80835572766205        356.62414405819612        371.57979813854519        391.99948495054963        418.21738653305954     
   415.23194279692501        394.74072334656717        377.17461460709808        362.78906877308452        351.84796846404618        344.62382540092909        341.39798586681451        342.46084312883772        348.11205700452086        358.66078076180463        374.42589554873791        395.73625255511377        422.93092311535702     
   415.68944260260201        395.55333715697395        378.38549685082455        364.44431939968911        353.99676713435485        347.31857113205825        344.69444236555728        346.41829005630029        352.79344742464849        364.13290503660733        380.75955195359950        403.00642489877544        431.21696566072762     
   418.91174797510462        399.22112624667420        382.53980080065026        369.12876415756307        359.25769218905862        353.20515310874373        351.25882368999549        353.71571290545751        360.88239318968726        373.07523953368849        390.62067662719539        413.85543427230618        443.12681129960680     
   424.87432292335353        405.72026157366861        389.61457587665859        376.82050997087782        367.61009436822383        362.26435916687564        361.07355467330279        364.33737963511015        372.36521729381388        385.47637947398277        404.00035893294751        428.27709020308691        458.65721916688312     
   433.52808226707975        415.00071984005581        399.55895550531858        387.46794771233232        379.00172842748282        374.44341990168385        374.08545899997239        378.22982930075909        387.18830118010504        401.28268010391002        420.84506335891768        446.21810546162953        477.75529249261251     
   444.80195338789895        426.98905700519390        412.29715751493728        400.99299557176494        393.35225659904631        389.65979042906110        390.20983862791519        395.30626971760472        405.26282251537845        420.40335781835870        441.06211866957699        467.58399944992459        500.32482404924696     
   458.60588264546834        441.59166167832552        427.73200110319328        417.29489711039946        410.55734619960367        407.80556701299645        409.33522994590419        415.45169475059345        426.47025635689249        442.71639914120124        464.52605988388598        492.24589966333895        526.23358494404170     
   474.83410518461773        458.69828940807156        445.74872235263820        436.25433552855787        430.49310098292892        428.75225466658969        431.32852764193524        438.52838534955157        450.66827515945545        468.07488244092542        491.08539539313506        520.04777888736805        555.32105758062676     
   493.36850482710696        478.18568831341508        466.21888136848082        457.73763868057915        453.02058101052290        452.35561946974804        456.04018767550895        464.38148200205364        477.69671015461779        496.31334830133676        520.56940700623670        550.81370621541464        587.40615955698627     
