   549.23283347005270        529.39447970087554        512.39027773635587        498.46771188566652        487.88243352399923        480.89845330922935        477.78833991039761        478.83342541046505        484.32401755092621        494.55961899058047        509.84915375609182        530.51120106698613        556.87423672287571     
   538.03036995120374        518.18822393999881        501.23516376552857        487.42329215493373        477.01308711633698        470.27360248420325        467.48267532591137        468.92714038542675        474.90305174520790        485.71591189326637        501.68090838784565        523.12315831804915        550.37796076465690     
   529.33261958810851        509.54965833962405        492.70652315809150        479.05948208761652        468.87336843350619        462.42178900484191        459.98733954224963        461.86182751873127        468.34650250751810        479.75229431723574        496.40005910060313        518.62083364959346        546.75609809629282     
   523.25596065293871        503.60631484491324        486.94381024472665        473.52845933249267        463.62901191834658        457.52317040739700        455.49781254449238        457.84922183758312        464.88332586527309        476.91594268040137        494.27303552865419        517.29097610772351        546.31681659979108     
   519.89186109535808        500.45921050500090        484.05828152235659        470.95243934962923        461.41394090222946        455.72415637497289        454.17379854999865        457.06316005465641        464.70235878464320        477.41159171449010        495.52139732483090        519.37292688290790        549.31822482046584     
   519.30464067977550        500.18036217323623        484.13024513300775        471.42064125139206        462.32693077447419        457.13374960349631        456.13522436392890        459.63521565805945        467.94756972429076        481.39637873333089        500.31624995905895        525.05258406923031        555.96186278900007     
   521.53024133667861        502.81140796317374        487.20752317149459        474.98758051260154        466.42972148450042        461.82146736347539        461.45995919029184        465.65220613307230        474.71534245558377        488.97689332732085        508.77504971890028        534.45895263425155        566.38898693870249     
   526.57596882086170        508.36329338073676        493.30507888388763        481.67263398815550        473.74651733864624        469.81677329418909        470.18317595595204        475.15548172359308        485.05369061147184        500.20831656473229        520.96066702264056        547.66313198405282        580.67948283778674     
   534.42112655005712        516.81693368726428        502.40571000464718        491.46076709713475        484.26475137747957        481.10988284803176        482.29820228151544        488.14182703777527        498.96321575066759        515.09544212648223        536.88247810249902        564.67948662186643        598.85312428830230     
   545.01842948721378        528.12472800971886        514.46167022873703        504.30427037935652        497.93694537426069        495.65375577258249        497.75865522514027        504.56574862293121        516.39955918295425        533.59530471214055        556.49918329752495        585.46866867771212        620.87281555808181     
   558.29606277812650        542.21277566821141        529.39705380002499        520.12532357796272        514.68346534432158        513.36705571672928        516.48161843222010        524.34288392350447        537.27705785950604        555.62109888930900        579.72300583496667        609.94211458586517        646.64940495403550     
   574.16023654013225        558.98363105236035        547.11076325690397        538.81918969343963        534.39595602760255        534.13783996612347        538.35160267538538        547.35424892632079        561.47329619505922        581.04705295509223        606.42490640313679        637.96761986754314        676.04764015440855     
   592.49808413391202        578.31942944276261        567.47987666577251        560.25783808302117        556.94123490771392        557.82774004204157        563.22502930413839        573.45104134559858        588.83424648563357        609.71392469365958        636.44045295854403        669.37560228885422        708.89284459455268     
